expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER06177,2006,1,2,N Col-NE Ridge,,"BC(05/04,5200m),ABC(13/04,6400m),C1(26/04,7000m),C2(02/05,7700m),C3(15/05,8300m),Smt(16/03)",Sweden,Olof Sundstrom,TRUE,FALSE,FALSE,FALSE,,2006/4/5,2006/5/16,700,7,0,41,42,2006/5/17,1,8850,FALSE,TRUE,FALSE,3,0,2,2,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2460063
EVER06178,2006,1,2,N Col-NE Ridge,,"BC(10/04,5200m),C1(17/04,6400m),C1(28/04,7000m),C2(30/04,7500m),C3(17/05,8300m),Smt(18/05)",Spain,Jose Gregorio Diego Estebanez,TRUE,FALSE,FALSE,FALSE,,2006/4/10,2006/5/18,740,7,40,38,74,2006/6/23,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460065
EVER06179,2006,1,2,N Col-NE Ridge,,"BC(16/04,5000m),ABC(24/04,6400m),C1(01/05,7000m),C2(05/05,7700m),C3(17/05,8300m),Smt(18/05)",Spain,Josu Feijoo-Gayoso,TRUE,FALSE,FALSE,FALSE,,2006/4/16,2006/5/18,800,8,0,32,34,2006/5/20,1,8850,FALSE,FALSE,FALSE,3,0,3,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Feijoo-Gayoso first diabetic type to summit Everest; Martin-Sanz first commercial pilot to summit,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460065
EVER06180,2006,1,2,N Col-NE Ridge,,"BC(29/04,5200m),ABC(01/05,6300m),C1(07/05,7000m),C2(16/05,7900m),Smt(17/05)",Spain,Joan Cardona,TRUE,FALSE,FALSE,FALSE,,2006/4/29,2006/5/17,615,6,15,18,30,2006/5/29,1,8850,FALSE,FALSE,FALSE,2,0,6,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460064
EVER06183,2006,1,2,N Col-NE Ridge,,"BC(09/04,5105),ABC(16/04,63340m),C1(30/04,7000m),C2(06/05,7580m),C3(16/05,8300m),Smt(17/05)",Spain,Juan Jose Buendia,TRUE,FALSE,FALSE,FALSE,,2006/4/9,2006/5/17,545,5,45,38,42,2006/5/21,1,8850,FALSE,FALSE,FALSE,3,0,7,3,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460064
EVER06184,2006,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(17/04,6400m),C1(10/05,7100m),C2(16/05,7900m),C3(16/05,8300m),Smt(17/05)",Israel,Gdaliahu Shtirmer,TRUE,FALSE,FALSE,FALSE,,2006/4/12,2006/5/17,930,9,30,35,43,2006/5/25,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2460064
EVER06185,2006,1,2,N Col-NE Ridge,,"BC(06/04,5200m),ABC(16/04,6400m),C1(22/04,7100m),C2(13/04,7800m),C3(14/05,8300m),Smt(15,24/05)",Turkey,Serhan Pocan,TRUE,FALSE,FALSE,FALSE,,2006/4/6,2006/5/15,700,7,0,39,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,12,10,0,10,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Mrs Mavis became first Turkish woman to summit Everest,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460062
EVER06186,2006,1,2,N Col-NE Ridge,,"BC(05/04,5200m),ABC(19/04,6400m),C1(25/04,7100m),C3(13/05,8300m),Smt(14,17/05)",India,Harbhajan Singh,TRUE,FALSE,FALSE,FALSE,,2006/4/5,2006/5/14,945,9,45,39,50,2006/5/25,1,8850,FALSE,FALSE,FALSE,2,0,17,10,1,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kishan slipped at 8400m and fell down; Anand cerebral edema,,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2460061
EVER06187,2006,1,2,N Col-NE Ridge,,"BC(17/04,5200m),ABC(22/04,6400m),C1(23/04,7000m),C2(10/05,7700m),C3(12/05,8300m),Smt(23/05)",Russia,Boris Korshunov,TRUE,FALSE,FALSE,FALSE,,2006/4/17,2006/5/23,1000,10,0,36,39,2006/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Royal Mountain Travel,TRUE,TRUE,FALSE,FALSE,FALSE,2460070
EVER06188,2006,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(24/04,6400m),C1(29/04,7000m),C2(04/05,7700m),C3(20/05,8300m),Smt(21,23/05)",Belarus,Vladimir Telpuk,TRUE,FALSE,FALSE,FALSE,,2006/4/19,2006/5/21,645,6,45,32,37,2006/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,3,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Royal Mountain Travel,TRUE,TRUE,FALSE,FALSE,FALSE,2460068
EVER06189,2006,1,2,N Col-NE Ridge,,"SherpasBC(29/03),MbrsBC(18/04),ABC(24/04,6400m),C1(07/05,7000m),C2(13/05,7800m),C3(14/05,8300m),Smt(15,21,25/05)",Russia,Alex Abramov,TRUE,FALSE,FALSE,FALSE,"Australia, Denmark, Germany, Netherlands, Norway, S Africa, UK, Ukraine, USA",2006/3/29,2006/5/15,915,9,15,47,64,2006/6/1,1,8850,FALSE,FALSE,FALSE,3,0,29,10,2,20,14,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460062
EVER06191,2006,1,2,N Col-NE Ridge,,"BC(07/04,5150m),ABC(10/04,6400m),C1(16/04,7100m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",S Korea,Jang Duk-Sang,TRUE,FALSE,FALSE,FALSE,,2006/4/7,2006/5/16,930,9,30,39,43,2006/5/20,1,8850,FALSE,FALSE,FALSE,3,0,5,3,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,NE-KO Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460063
EVER06192,2006,1,2,N Col-NE Ridge,,"BC(10/04),ABC(16/04,6400m),C1(21/04,7000m),C2(27/04,7500m),C3(17/05,8300m),Smt(18/05)",Australia,Blair Falahey,TRUE,FALSE,FALSE,FALSE,,2006/4/10,2006/5/18,645,6,45,38,41,2006/5/21,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460065
EVER06193,2006,1,2,N Col-NE Ridge,,"BC(09/04,5200m),ABC(16/04,6400m),C1(03/05,7100m),C2(12/05,7700m),C3(13/05,8300m),Smt(15/05)",Philippines,Dale Abenojar,TRUE,FALSE,FALSE,TRUE,,2006/4/9,2006/5/15,845,8,45,36,42,2006/5/21,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Abenojar got chest infection (antibiotic was given by Indian expedition doctor at C1), then went down to CBC for recovery); Pasang Dorje got frostbite of toes of both feet; Abenojar got frostbite of left toe and was operated on",,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460062
EVER06194,2006,1,2,N Col-NE Ridge,,"BC(07/04,5150m),ABC(10/04,6400m),C1(16/04,7100m),C2(25/04,7800m),C3(15/05,8300m),Smt(16/05)",S Korea,Lee Chang-Beak,TRUE,FALSE,FALSE,FALSE,,2006/4/7,2006/5/16,1030,10,30,39,43,2006/5/20,1,8850,FALSE,FALSE,FALSE,3,0,6,1,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,NE-KO Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460063
EVER06195,2006,1,2,N Col-NE Ridge,,"BC(03/04,5200m),ABC(08/04,6400m),C1(11/04,7100m),C2(20/04,7600m),C3(15/05,8300m),Smt(16-17/05)",S Korea,Yoon Keon-Jung,TRUE,FALSE,FALSE,FALSE,,2006/4/3,2006/5/16,730,7,30,43,46,2006/5/19,1,8850,FALSE,FALSE,FALSE,3,0,8,3,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,First degree frostbite in both toes of Go whiles descending between ABC to CBC,1st ascent on Everest of Daejon St Mary's Hospital,NE-KO Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460063
EVER06196,2006,1,2,N Col-NE Ridge,,"BC(07/04,5150m),ABC(10/04,6400m),C1(16/04,7100m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",S Korea,Baek Doo-In,TRUE,FALSE,FALSE,FALSE,,2006/4/7,2006/5/16,820,8,20,39,43,2006/5/20,1,8850,FALSE,FALSE,FALSE,3,0,8,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,NE-KO Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460063
EVER06197,2006,1,2,N Col-NE Ridge,,"BC(19/04,5200m),IC(23/04,5300m),ABC(24/04,6400m),C1(11/05,7000m),C2(13/05,7900m),C3(14/05,8300m),Smt(15/05)",Nepal,Endra Bahadur Rai,TRUE,FALSE,FALSE,FALSE,,2006/4/19,2006/5/15,640,6,40,26,30,2006/5/19,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460062
EVER07101,2007,1,2,N Col-NE Ridge,S Col-SE Ridge,"BC(13/04,5243m),ABC(19/04,6526m),C1(24/04,7010m),C2(14/05,7772m),C3(15/05,8300m),Smt(16/05)",Philippines,Arturo Valdez,TRUE,TRUE,FALSE,FALSE,,2007/4/13,2007/5/16,610,6,10,33,34,2007/5/17,1,8850,TRUE,FALSE,FALSE,3,0,15,3,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"1st women expedition to traverse from north to south, 1st Filipino to summit Everest",International Adventures Treks/Thamserku Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,2460429
EVER07102,2007,1,2,N Col-NE Ridge,,"BC(11/04),ABC(15/04,6400m),C1(18/04,7100m),C2(19/04,7500m),Smt(30/04)",Kazakhstan,Maxut Zhumayev,TRUE,FALSE,FALSE,FALSE,,2007/4/11,2007/4/30,1530,15,30,19,23,2007/5/4,1,8850,FALSE,FALSE,FALSE,2,0,2,2,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Pivtsov pulmonary edema and slight frostbite one toe,,Royal Mountain Travel,TRUE,TRUE,FALSE,FALSE,FALSE,2460413
EVER07104,2007,1,2,N Col-NE Ridge,,"BC(23/04,5200m),ABC(26/04,6400m),C1(7050m),C2(13/05,7800m),C3(14/05,8300m),Smt(15/05)",USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,Nepal,2007/4/23,2007/5/15,635,6,35,22,27,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2460428
EVER07105,2007,1,2,N Col-NE Ridge,,"BC(14/04),ABC(02/04,6400m),C1(12/05,7000m),C2(13/05,7600m),C3(14/05,8200m),Smt(15/05)",Japan,Jun Yasumura,TRUE,FALSE,FALSE,FALSE,,2007/4/14,2007/5/15,600,6,0,31,36,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Hashikawa altitude sickness; Hoshiko hypertension,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07106,2007,1,2,N Col-NE Ridge,,"BC(23/04,5180m),ABC(29/04,6350m),C1(02/05,7000m),C2(13/05,7700m),C3(14/05,8300m),Smt(15/05)",Japan,Koichi Oyama,TRUE,FALSE,FALSE,FALSE,,2007/4/23,2007/5/15,538,5,38,22,27,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07107,2007,1,2,N Col-NE Ridge,,"BC(12/04),ABC(19/04,6450m),C1(28/04,7050m),C2(14,24/05,7700m),C3(15,22/05,8300m),Smt(16,23/05)",S Africa,Ronnie Muhl,TRUE,FALSE,FALSE,FALSE,,2007/4/12,2007/5/16,500,5,0,34,44,2007/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,3,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07108,2007,1,2,N Col-NE Ridge,,"BC(09/04),ABC(14/04,6441m),C1(24/04,7150m),C2(14/05,7800m),C3(15/05,8300m),Smt(16/05)",Australia,Tashi Tenzing,TRUE,FALSE,FALSE,FALSE,Czech Republic,2007/4/9,2007/5/16,700,7,0,37,41,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Polackova frostnip on fingers,,Tenzing Asian Holidays,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07110,2007,1,2,N Col-NE Ridge,,"BC(20/04),ABC(29/04,6350m),C1(06/05,7050m),C2(13/05,7800m),C3(14/05,6300m),Smt(15/05)",Japan,Takashi Ozaki,TRUE,FALSE,FALSE,FALSE,,2007/4/20,2007/5/15,800,8,0,25,30,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,3,1,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07111,2007,1,2,N Col-NE Ridge,,"BC(21/04),ABC(25/04,6350m),Biv(30/04,7050m),Biv(14/05,7600m),Biv(15/05,8100m),Smt(17/05)",Italy,Romano Benet,TRUE,FALSE,FALSE,FALSE,,2007/4/21,2007/5/17,1015,10,15,26,33,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,3,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460475
EVER07113,2007,1,2,N Col-NE Ridge,,"BC(21/04,5200m),ABC(25/04,6900m),C1(01/05,7000m),C2(16/05,7500m),C3(17/05,8000m),Smt(18/05)",Italy,Ivan Vian,TRUE,FALSE,FALSE,FALSE,,2007/4/21,2007/5/18,1000,10,0,27,33,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460476
EVER07114,2007,1,2,N Col-NE Ridge,,"BC(11/04,5200m),ABC(15/04,6400m),C1(26/04,7000m),C2(14/05,7900m),C3(15/05,8300m),Smt(16/05)",Canada,Manuel Pizarro,TRUE,FALSE,FALSE,FALSE,,2007/4/11,2007/5/16,915,9,15,35,38,2007/5/19,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07116,2007,1,2,N Col-NE Ridge,,"BC(03/04,5200m),ABC(08/04,6400m),C1(24/04,7000m),C2(13/05,7700m),C3(14/05,8300m),Smt(15/05)",Canada,Serge Dessureault,TRUE,FALSE,FALSE,FALSE,,2007/4/3,2007/5/15,645,6,45,42,45,2007/5/18,1,8850,FALSE,FALSE,FALSE,3,0,3,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Loben Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07117,2007,1,2,N Col-NE Ridge,,"BC(03/05,5200m),ABC(05/05,6400m),C1(12/05,7000m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",USA,Dick Morse,TRUE,FALSE,FALSE,FALSE,,2007/5/3,2007/5/21,415,4,15,18,22,2007/5/25,1,8850,FALSE,FALSE,FALSE,3,0,3,1,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Peak Promotion,TRUE,TRUE,FALSE,FALSE,FALSE,2460479
EVER07120,2007,1,2,N Col-NE Ridge,,"BC(09/04,5200m),ABC(17/04,6400m),C1(30/04,7000m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",UK,Robin Beadle,TRUE,FALSE,FALSE,FALSE,,2007/4/9,2007/5/16,623,6,23,37,42,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,10,6,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None except Armour's fainting,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07121,2007,1,2,N Col-NE Ridge,,"BC(20/04,5200m),ABC(27/04,6400m),C1(02/05,7000m),C2(21/05,7600m),C3(22/05,8300m),Smt(23-24/05)",Colombia,Juan Pablo Ruiz,TRUE,FALSE,FALSE,FALSE,,2007/4/20,2007/5/23,630,6,30,33,39,2007/5/29,1,8850,FALSE,FALSE,FALSE,3,0,9,5,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Frostbite on big toe by Gonzalez; pulmonary edema by Lozada,"1st Colombian women (Bernal and Guzman), 1st Colombian ascent without oxgyen (Ossa)",Ang Nuru Sherpa,TRUE,TRUE,FALSE,FALSE,FALSE,2460481
EVER07123,2007,1,2,N Col-NE Ridge,,"BC(10/04,5170m),ABC(20/04,6450m),C1(28/04,7040m),C2(16/05,7700m),C3(17/05,8200m),Smt(18-19/05)",France,Pascal Jouanny,TRUE,FALSE,FALSE,FALSE,Switzerland,2007/4/10,2007/5/18,800,8,0,38,44,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,9,7,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Windhorse Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2460476
EVER07124,2007,1,2,N Col-NE Ridge,,"BC(23/04),ABC(11/05,6450m),C1(10/05,7050m),C2(21/05,7650m),C3(22/05,8200m),Smt(23/05,05/06)",Australia,Duncan Chessell,TRUE,FALSE,FALSE,FALSE,"Germany, UK, USA",2007/4/23,2007/5/23,600,6,0,30,45,2007/6/7,1,8850,FALSE,FALSE,FALSE,3,0,9,7,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Chiew and Jackson got pneumonia and left BC on 14 May to go down to Zangmu's lower altitude to recover (they returned to BC on 18 May and later summited),,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460481
EVER07125,2007,1,2,N Col-NE Ridge,,"BC(16/04),ABC(23/04,6400m),C1(05/05,7060m),C2(18/05,7750m),C3(19/05,8200m),Smt(21/05)",Netherlands,Werner de Jong,TRUE,FALSE,FALSE,FALSE,,2007/4/16,2007/5/21,600,6,0,35,40,2007/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,6,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Nothing serious but Nurbu Sherpa slight frostbite,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460479
EVER07126,2007,1,2,N Col-NE Ridge,,"BC(30/03),ABC(05/04,6400m),C1(09/04,7200m),C2(21/04,7850m),C3(10/05,8300m),Smt(15-16,21,23/05)",Netherlands,Arnold Coster,TRUE,FALSE,FALSE,FALSE,"Australia, Belgium, Canada, Lithuania, Nepal, Turkey, UK, USA",2007/3/30,2007/5/15,445,4,45,46,53,2007/5/22,1,8850,FALSE,FALSE,FALSE,3,0,18,14,0,19,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Hsu's snowblindness; Jangjiu's frostbite,,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07128,2007,1,2,N Col-NE Ridge,N Col-NE Ridge (variation),"BC(15/04),ABC(24/04,6400m),C1(27/04,7050m),C2(05/05,7700m),C3(18/05,8300m),Smt(19-20/05)",France,Jean-Marc Nowak,TRUE,FALSE,FALSE,FALSE,Austria,2007/4/15,2007/5/19,800,8,0,34,40,2007/5/25,1,8850,FALSE,TRUE,FALSE,3,0,7,3,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Travel Bureau,TRUE,TRUE,FALSE,FALSE,FALSE,2460477
EVER07129,2007,1,2,N Col-NE Ridge,,"BC(11/04,5200m),ABC(17/04,6400m),C1(20/04,7000m),C2(08/05,7600m),C3(14/05,8300m),Smt(15-16,18/05)",Poland,Robert Rozmus,TRUE,FALSE,FALSE,FALSE,,2007/4/11,2007/5/15,700,7,0,34,40,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,3,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3 members Polish successful expedition,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07130,2007,1,2,N Col-NE Ridge,,"BC(03/05,5200m),ABC(09/05,6400m),C1(15/05,7000m),C2(21/05,7800m),C3(04/06,8300m),Smt(05/06)",India,Shekhar Babu Bachinepally,TRUE,FALSE,FALSE,FALSE,,2007/5/3,2007/6/5,540,5,40,33,35,2007/6/7,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st and youngest from South India to summit Everest,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460494
EVER07131,2007,1,2,N Col-NE Ridge,,"BC(12/04),ABC(19/04,6400m),C1(24/04,7000m),C2(28/04,7500m),C3(14/05,7800m),C4(15/05,8300m),Smt(16/05)",Switzerland,Karl Kobler,TRUE,FALSE,FALSE,FALSE,"France, Germany, Norway",2007/4/12,2007/5/16,410,4,10,34,39,2007/5/21,1,8850,FALSE,FALSE,FALSE,4,0,5,3,0,6,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Iceland Trekking (Dorje),TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07132,2007,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(24/04,6400m),C1(27/04,7050m),C2(30/04,7700m),C3(03/05,8200m),Smt(16/05)",France,Ludovic Challeat,TRUE,FALSE,FALSE,FALSE,,2007/4/19,2007/5/16,730,7,30,27,32,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Bonhomme suffered from HAS (vomit & headache),,Pemba Sherpa,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07133,2007,1,2,N Col-NE Ridge,,"BC(18/04,5300m),ABC(23/04,6500m),C1(26/04,7000m),C2(06/05,7500m),C3(15/05,8300m),Smt(16/05)",New Zealand,Penelope Goddard,TRUE,FALSE,FALSE,FALSE,,2007/4/18,2007/5/16,830,8,30,28,33,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07134,2007,1,2,N Col-NE Ridge,,"BC(20/04,5200m),ABC(24/04,6400m),C1(01/05,7000m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",UK,David Pritt,TRUE,FALSE,FALSE,FALSE,Ireland,2007/4/20,2007/5/16,623,6,23,26,31,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Snowblindness by Mckeever,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07136,2007,1,2,N Col-NE Ridge,,"BC(23/04,5150m),ABC(28/04,6400m),C1(02/05,7000m),C2(22/05,7650m),C3(23/05,8210m),Smt(24/05,05/06)",New Zealand,Jamie McGuinness,TRUE,FALSE,FALSE,FALSE,"France, UK, USA",2007/4/23,2007/5/24,630,6,30,31,45,2007/6/7,1,8850,FALSE,FALSE,FALSE,3,0,6,4,0,7,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Explore Himalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2460482
EVER07138,2007,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(18/04,6400m),C1(22/04,7100m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",Norway,Alexsander Gamme,TRUE,FALSE,FALSE,FALSE,,2007/4/12,2007/5/16,530,5,30,34,40,2007/5/22,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Tseringma Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
