expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER07141,2007,1,2,N Col-NE Ridge,,"BC(07/04,5182m),ABC(14/04,6400m),C1(23/04,7010m),C2(13/05,7600m),C3(14/05,8000m),Smt(15/05)",USA,Julio Bird,TRUE,FALSE,FALSE,FALSE,UK,2007/4/7,2007/5/15,1030,10,30,38,45,2007/5/22,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,World Records Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07143,2007,1,2,N Col-NE Ridge,,"BC(21/04,5200m),ABC(25/04,6300m),C1(01/05,7000m),C2(16/05,7500m),C3(17/05,8050m),Smt(18/05)",Italy,Gian Mario Trimeri,TRUE,FALSE,FALSE,FALSE,,2007/4/21,2007/5/18,1024,10,24,27,33,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460476
EVER07144,2007,1,2,N Col-NE Ridge,,"BC(08/04,5200m),ABC(15/04,6400m),C1(03/05,7150m),C2(18/05,7800m),C3(19/05,8300m),Smt(20/05)",Serbia,Dragan Jacimovic,TRUE,FALSE,FALSE,FALSE,"Canada, UK",2007/4/8,2007/5/20,615,6,15,42,46,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,10,7,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1st Serbian woman,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2460478
EVER07145,2007,1,2,N Col-NE Ridge,,"BC(20/04,5200m),ABC(24/04,6400m),C1(29/04,7000m),C2(16/05,7500m),C3(21/05,8300m),Smt(22/05)",Italy,Francesca Raffaelli,TRUE,FALSE,FALSE,FALSE,,2007/4/20,2007/5/22,1000,10,0,32,36,2007/5/26,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460480
EVER07146,2007,1,2,N Col-NE Ridge,,"BC(20/04,5200m),ABC(24/04,6400m),C1(14/05,7000m),C2(15/05,7900m),C3(16/05,8300m),Smt(17/05)",Italy,Ivan Tiraboschi,TRUE,FALSE,FALSE,FALSE,,2007/4/20,2007/5/17,1300,13,0,27,36,2007/5/26,1,8850,FALSE,FALSE,FALSE,3,0,6,3,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Maurizio disappeared at about 8800m; Epis edema,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460475
EVER07148,2007,1,2,N Col-NE Ridge,,"BC(27/04,5178m),ABC(03/05,6460m),C1(12/05,7066m),C2(13/05,7850m),C3(14/05,8300m),Smt(15/05)",Japan,Yoshitomi Okura,TRUE,FALSE,FALSE,FALSE,,2007/4/27,2007/5/15,650,6,50,18,23,2007/5/20,1,8850,FALSE,FALSE,FALSE,3,0,3,2,1,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Funahashi oldest Japanese woman to reach 8820m,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER07149,2007,1,2,N Col-NE Ridge,,"BC(07/04,5200m),ABC(14/04,6300m),C1(16/04,7010m,),C2(27/04,7700m),C3(15/05,8300m),Smt(16-17,19-20/05)",S Korea,Kim Jae-Soo,TRUE,FALSE,FALSE,FALSE,USA,2007/4/7,2007/5/16,615,6,15,39,47,2007/5/24,1,8850,FALSE,FALSE,FALSE,3,0,20,10,0,8,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Explore Himalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07150,2007,1,2,N Col-NE Ridge,,"BC(08/04,5200m),ABC(16/04,6400m),C1(24/04,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19-20/05)",Russia,Alex Abramov,TRUE,FALSE,FALSE,FALSE,"Germany, UK, USA",2007/4/8,2007/5/19,700,7,0,41,45,2007/5/23,1,8850,FALSE,FALSE,FALSE,3,0,16,14,0,12,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460477
EVER07151,2007,1,2,N Col-NE Ridge,,"BC(07/04,5200m),ABC(15/04,6400m),C1(28/04,7000m),C3(14/05,8300m),Smt(02,15-16/05)",India,Lt. Col. Ishwar Singh Thapa,TRUE,FALSE,FALSE,FALSE,,2007/4/7,2007/5/2,700,7,0,25,47,2007/5/24,1,8850,FALSE,FALSE,FALSE,2,0,14,12,0,13,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Chhiring Dorje summited 3 times,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2460460
EVER07152,2007,1,2,N Col-NE Ridge,,"BC(22/04,5200m),ABC(26/04,6400m),C1(30/04,7000m),C2(06/05,7500m),C3(17/05,8300m),Smt(18/05)",Germany,Peter Guggemos,TRUE,FALSE,FALSE,FALSE,,2007/4/22,2007/5/18,800,8,0,26,30,2007/5/22,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460476
EVER07153,2007,1,2,N Col-NE Ridge,N Col-NE Ridge (up); S Col-SE Ridge (down),"BC(05/04,5141m),ABC(09/04,6376m),C1(26/04,7024m),C2(12/05,7511m),C3-Members(13/05,7806m),C3(28/04,7806m),C4(14/05,8250m),Smt(30/04,15,21-22/05,14/06)",New Zealand,Russell Brice,TRUE,TRUE,FALSE,FALSE,"China, Denmark, Lithuania, Japan, Switzerland, UK, USA",2007/4/5,2007/4/30,525,5,25,25,75,2007/6/19,1,8850,TRUE,FALSE,FALSE,4,4800,20,16,0,31,17,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Yanagisawa oldest summiter,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2460458
EVER07154,2007,1,2,N Col-NE Ridge,,"BC(07/05,5141m),ABC(18/05,6376m),C1(25/05,7024m),C2(03/06,7511m),C3(12/06,7800m),C4(13/06,5250m),Smt(14/06)",USA,Conrad Anker,TRUE,FALSE,FALSE,FALSE,"New Zealand, UK",2007/5/7,2007/6/14,955,9,55,38,43,2007/6/19,1,8850,FALSE,FALSE,FALSE,4,0,8,6,0,22,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Ascent of Second Step without ladder,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2460503
EVER07156,2007,1,2,N Col-NE Ridge,,"BC(10/04,5200m),ABC(19/04,6400m),C1(26/04,7050m),C2(02/05,7600m),C3(14/05,8200m),Smt(08,15,17/05)",Japan,Ken Noguchi,TRUE,FALSE,FALSE,FALSE,,2007/4/10,2007/5/8,1030,10,30,28,41,2007/5/21,1,8850,FALSE,FALSE,FALSE,3,0,3,3,0,9,9,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460466
EVER07157,2007,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(10/04,6450m),C1(18/04,7000m),C2(03/05,7900m),C3(15/05,8300m),Smt(16/05)",UK,John Ross,TRUE,FALSE,FALSE,FALSE,,2007/4/4,2007/5/16,730,7,30,42,44,2007/5/18,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Unique Adventure International,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07158,2007,1,2,N Col-NE Ridge,,"BC(28/03),ABC(02/04,6500m),C1(10/04,7000m),C2(14/05,7700m),C3(15/05,8300m),Smt(16/05)",China,Shi Hai-Feng,TRUE,FALSE,FALSE,FALSE,Mongolia,2007/3/28,2007/5/16,,,,49,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,700,10,5,0,7,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Chinese woman (Li Xiao-Li) cerebral edema 10 Apr at C1 and left expedition about 12 Apr,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2460474
EVER07159,2007,1,2,N Col-NE Ridge,,"BC(14/04,5100m),IC(20/04,5800m),ABC(27/04,6500m),C1(01/05,7028m),C2A(06/05,7500m),C2B(19/05,7900m),C4(20/05,8300m),Smt(21,24/05)",China,Wang Yong-Feng,TRUE,FALSE,FALSE,FALSE,,2007/4/14,2007/5/21,345,3,45,37,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,8,8,0,18,14,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2460479
EVER07160,2007,1,2,N Col-NE Ridge,,"BC(23,25/03,6400m),ABC(31/03,7100m),C2(30/04,7800m),C3(08/05,8300m),Smt(09/05)",China,Li Zhi-Xin,TRUE,FALSE,FALSE,FALSE,,2007/3/23,2007/5/9,600,6,0,47,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,49,17,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2460467
EVER07161,2007,1,2,N Col-NE Ridge,,See route note descriptions for individual teams,Nepal,Asian Trekking (N),TRUE,FALSE,FALSE,FALSE,"Belgium, Brazil, Czech Republic, Germany, Japan, Philippines, S Korea, UK, USA",2007/4/3,2007/5/15,,,,42,64,2007/6/6,1,8850,FALSE,FALSE,FALSE,0,0,14,6,2,7,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2460473
EVER08101,2008,1,2,N Col-NE Ridge,,"BC(5300m),C1(5800m),C2.ABC(6500m),C3(7028m),C4(7990m),C5(8300m),Smt(07-08/05)",China,Li Zhi-Xin,TRUE,FALSE,FALSE,FALSE,,  -   -,2008/5/7,,,,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,76,39,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Chinese Mountaineering Association,TRUE,TRUE,FALSE,FALSE,FALSE,2460832
EVER09102,2009,1,2,N Col-NE Ridge,,"BC(10/04),ABC(18/04,6500m),C1(7028m),C2(7790m),C3(8300m),Smt(15,17-18/05)",China,Nyima Tsering,TRUE,FALSE,FALSE,FALSE,,2009/4/10,2009/5/15,1115,11,15,35,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,29,21,1,32,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2461251
EVER09103,2009,1,2,N Col-NE Ridge,,"BC(06/05),ABC(12/05,6400m),C1(16/05,7050m),xxx.Batard(18/05,7650m),C2(19/05,7700m),C3(20/05,8300m),xxx.Cina(21/05,8800m),Sherpa.Smt(21/05)",France,Marc Batard,TRUE,FALSE,FALSE,FALSE,Switzerland,2009/5/6,2009/5/21,,,,15,18,2009/5/24,1,8850,FALSE,FALSE,FALSE,0,0,4,0,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2461257
EVER09107,2009,1,2,N Col-NE Ridge,,"BC(26/04,5713m),ABC(30/04,6700m),C1(07/05,7000m),C2(19/05,7500m),C3(20/05,8300m),Smt(21/05)",Canada,Manuel Pizarro,TRUE,FALSE,FALSE,FALSE,,2009/4/26,2009/5/21,730,7,30,25,32,2009/5/28,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461257
EVER09120,2009,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(25/04,6125m),C1(18/05,7100m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",Ecuador,Jairo Gonzalez,TRUE,FALSE,FALSE,FALSE,,2009/4/19,2009/5/21,730,7,30,32,37,2009/5/26,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461257
EVER09122,2009,1,2,N Col-NE Ridge,,"BC(19/04,5300m),C1(09/05,7000m),C2(15/05,7600m),C3(20/05,8300m),Smt(21/05)",Poland,Anna Baranaska,TRUE,FALSE,FALSE,FALSE,,2009/4/19,2009/5/21,730,7,30,32,39,2009/5/28,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st Polish female to summit from north,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461257
EVER09124,2009,1,2,N Col-NE Ridge,,"BC(23/04,5200m),ABC(08/05,6400m),C1(12/05,7100m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",Norway,Petter Kragset,TRUE,FALSE,FALSE,FALSE,,2009/4/23,2009/5/22,630,6,30,29,33,2009/5/26,1,8850,FALSE,FALSE,FALSE,3,0,3,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Tseringma Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461258
EVER09125,2009,1,2,N Col-NE Ridge,,"BC(24/04,5700m),ABC(29/04,6400m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",Norway,Lars Oma Erichsrud,TRUE,FALSE,FALSE,FALSE,,2009/4/24,2009/5/22,628,6,28,28,31,2009/5/25,1,8850,FALSE,FALSE,FALSE,2,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Tseringma Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461258
EVER09131,2009,1,2,N Col-NE Ridge,,"BC(20/04,5500m),ABC(27/04,6400m),C1(07/05,7000m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",UK,Paul Noble,TRUE,FALSE,FALSE,FALSE,USA,2009/4/20,2009/5/22,643,6,43,32,38,2009/5/28,1,8850,FALSE,FALSE,FALSE,3,0,9,7,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2461258
EVER09144,2009,1,2,N Col-NE Ridge,,"BC(17/04),ABC(23/04,6400m),C1(01/05,7000m),C2(18/05,7800m),C3(19/05,8300m),Smt(20/05)",USA,Arnold Coster,TRUE,FALSE,FALSE,FALSE,"Canada, France, Iran, Netherlands, UK",2009/4/17,2009/5/20,815,8,15,33,38,2009/5/25,1,8850,FALSE,FALSE,FALSE,3,0,10,5,0,9,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2461256
EVER09146,2009,1,2,N Col-NE Ridge,,"BC(17/04,5300m),ABC(20/04,6400m),C1(30/04,7100m),C2(16/05,7800m),C3(17/05,8300m),Smt(18/05)",Japan,Masaji Ochiai,TRUE,FALSE,FALSE,FALSE,,2009/4/17,2009/5/18,1100,11,0,31,35,2009/5/22,1,8850,FALSE,FALSE,FALSE,3,0,11,2,0,8,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Slight frostbite by Ochiai,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461254
EVER09147,2009,1,2,N Col-NE Ridge,,"BC(28/04,5200m),ABC(02/05,6450m),C1(09/05,7000m),C2(16/05,7900m),C3(17/05,8300m),Smt(18/05)",Spain,Josep Pujante,TRUE,FALSE,FALSE,FALSE,,2009/4/28,2009/5/18,345,3,45,20,25,2009/5/23,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461254
EVER09148,2009,1,2,N Col-NE Ridge,,"BC(17/04,5200m),ABC(23/04,6400m),C1(28/04,7050m),C2(04/05,7700m),C3(19/05,8250m),Smt(20-21/05)",France,Ludovic Challeat,TRUE,FALSE,FALSE,FALSE,,2009/4/17,2009/5/20,530,5,30,33,38,2009/5/25,1,8850,FALSE,FALSE,FALSE,3,0,9,4,0,7,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Expes.com Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461256
EVER09164,2009,1,2,N Col-NE Ridge,,"BC(19/04,5300m),ABC(26/04,6400m),C1(27/04,7000m),C2(19/05,7800m),C3(20/05,8300m),Smt(21/05)",Germany,Frank Ziebarth,TRUE,FALSE,FALSE,FALSE,,2009/4/19,2009/5/21,1200,12,0,32,0,  -   -,1,8850,FALSE,FALSE,FALSE,1,0,1,1,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Death due to acute mountain sickness,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461257
EVER09166,2009,1,2,N Col-NE Ridge,,"BC(28/04,5200m),ABC(02/05,6400m),C1(07/05,7035m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",Canada,Christopher Guest,TRUE,FALSE,FALSE,FALSE,,2009/4/28,2009/5/22,525,5,25,24,26,2009/5/24,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2461258
EVER09170,2009,1,2,N Col-NE Ridge,,"BC(28/04,5200m),ABC(02/05,6450m),C1(09/05,7000m),C2(16/05,7900m),C3(17/05,8300m),Smt(18/05)",San Marino,Antonio Pazzaglia,TRUE,FALSE,FALSE,FALSE,Italy,2009/4/28,2009/5/18,2145,21,45,20,25,2009/5/23,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461254
EVER10102,2010,1,2,N Col-NE Ridge,,Smt(23/05),Nepal,Hari Bahadur Basnet,TRUE,FALSE,FALSE,FALSE,"Belgium, Hungary, Ireland, Italy, Japan, Lithuania, Mexico, Spain, USA",2010/4/7,2010/5/23,600,6,0,46,50,2010/5/27,1,8850,FALSE,FALSE,FALSE,0,0,13,1,1,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461670
EVER10103,2010,1,2,N Col-NE Ridge,,"BC,ABC(6500m),C1(7028m),C2(7790m),C3(8300m),Smt(05/17)",China,Wangchen Sonam,TRUE,FALSE,FALSE,FALSE,,  -   -,2010/5/17,545,5,45,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,13,6,0,33,14,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2461664
EVER10109,2010,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(17/04,6400m),C1(06/05,7000m),C2(15/05,7600m),Smt(17/05)",USA,Julio Bird,TRUE,FALSE,FALSE,FALSE,Japan,2010/4/12,2010/5/17,645,6,45,35,37,2010/5/19,1,8850,FALSE,FALSE,FALSE,0,0,3,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,World Records Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2461664
EVER10114,2010,1,2,N Col-NE Ridge,,"BC(16/04,5200m),ABC(20/04,6400m),C1(22/04,7000m),C2(25/04,7500m),C3(21/05,8300m),Smt(22/05)",USA,Paul Romero,TRUE,FALSE,FALSE,FALSE,,2010/4/16,2010/5/22,730,7,30,36,40,2010/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,3,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Jordan's crampon hit Paul's head (had to have 8 stitches) due to avalanche,,Nepal Trans Himalayan Explorer,TRUE,TRUE,FALSE,FALSE,FALSE,2461669
EVER10117,2010,1,2,N Col-NE Ridge,,"BC(14/04,5200m),ABC(04/18,6400m),C1(22/04,7100m),C2(21/05,7800m),C3(22/05,8300m),Smt(23/05)",Nepal,Anil Bhattarai,TRUE,FALSE,FALSE,FALSE,"China, UK, USA",2010/4/14,2010/5/23,550,5,50,39,44,2010/5/28,1,8850,FALSE,FALSE,FALSE,0,0,4,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Ecstasy Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461670
EVER10119,2010,1,2,N Col-NE Ridge,,Smt(23/05),Serbia,Dragan Celikovic,TRUE,FALSE,FALSE,FALSE,Montenegro,  -   -,2010/5/23,450,4,50,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,4,4,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2461670
EVER10121,2010,1,2,N Col-NE Ridge,,"BC(12/04,5200m),IC(5800m),ABC(6400m),C1(15/05,7027m),C2(16/05,7790m),C3(17/05,8300m),Smt(18/05)",Taiwan,Lin Yong-Fu,TRUE,FALSE,FALSE,FALSE,,2010/4/12,2010/5/18,705,7,5,36,40,2010/5/22,1,8850,FALSE,FALSE,FALSE,0,0,2,1,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,CTMA,TRUE,TRUE,FALSE,FALSE,FALSE,2461665
EVER10123,2010,1,2,N Col-NE Ridge,,"BC(09/04,5300m),ABC(14/04,6400m),C1(18/04,7000m),C2(22/04,7500m),C3(23/05,8300m),Smt(24/05)",France,Bousnaid Bouadjar,TRUE,FALSE,FALSE,FALSE,,2010/4/9,2010/5/24,900,9,0,45,48,2010/5/27,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st [ethnic] Algerian from north side,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10125,2010,1,2,N Col-NE Ridge,,"BC(09/04,5200m),ABC(14/04,6435m),C1(24/04,7050m),C2(29/04,7600m),C3(23/05,8350m),Smt(24/05)",Spain,Pedro Jose Garcia,TRUE,FALSE,FALSE,FALSE,,2010/4/9,2010/5/24,1000,10,0,45,49,2010/5/28,1,8850,FALSE,FALSE,FALSE,3,0,3,2,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pedro Jose Garcia got frostbite (right ear, left-hand little finger, right-hand index, middle and little fingers); Alfredo Garcia suffered from pulmonary edema while descending",,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10129,2010,1,2,N Col-NE Ridge,,"BC(13/04,5200m),ABC(19/04,6400m),C1(21/05,7000m),C2(22/05,7800m),C3(23/05,8300m),Smt(24/05)",Japan,Hiroshi Ogasawara,TRUE,FALSE,FALSE,FALSE,,2010/4/13,2010/5/24,1030,10,30,41,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,1,1,1,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10131,2010,1,2,N Col-NE Ridge,,"BC(08/04,5200m),ABC(15/04,6400m),C1(21/04,7000m),C2(22/04,7500m),C3(23/05,8300m),Smt(24/05)",Italy,Silvio Mondinelli,TRUE,FALSE,FALSE,FALSE,,2010/4/8,2010/5/24,1300,13,0,46,48,2010/5/26,1,8850,FALSE,FALSE,FALSE,3,0,4,4,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10132,2010,1,2,N Col-NE Ridge,,"BC(09/04,5200m),ABC(14/04,6400m),C1(23/04,7000m),C2(22/05,7700m),C3(23/05,8300m),Smt(24/05)",Germany,Andreas Sippel,TRUE,FALSE,FALSE,FALSE,,2010/4/9,2010/5/24,940,9,40,45,49,2010/5/28,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,4,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10134,2010,1,2,N Col-NE Ridge,,"BC(13/04,5200m),ABC(19/04,6400m),C1(01/05,7000m),C2(22/05,7800m),C3(23/05,8300m),Smt(24/05)",Sweden,Peter Adolfsson,TRUE,FALSE,FALSE,FALSE,,2010/4/13,2010/5/24,759,7,59,41,45,2010/5/28,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2461671
EVER10141,2010,1,2,N Col-NE Ridge,,"BC(24/04,5200m),ABC(02/05,6400m),C1(12/05,7000m),C2(23/05,7700m),C3(24/05,8200m),Smt(25/05)",Australia,Duncan Chessell,TRUE,FALSE,FALSE,FALSE,"Canada, UK",2010/4/24,2010/5/25,1000,10,0,31,34,2010/5/28,1,8850,FALSE,FALSE,FALSE,3,0,10,8,0,12,9,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2461672
